ncessch,lcity,website,is_school_wide_title1,lzip,title1_school_status,is_title1_eligible,total_students,level,fl_eligible,nslp_direct_certification,rl_eligible,frl_eligible,national_school_lunch_program,sch_name,phone,st,county,gslo,gshi,g_pk_offered,g_kg_offered,g_1_offered,g_2_offered,g_3_offered,g_4_offered,g_5_offered,g_6_offered,g_7_offered,g_8_offered,g_9_offered,g_10_offered,g_11_offered,g_12_offered,g_13_offered,g_ug_offered,g_ae_offered,nogrades,sch_type,sy_status,updated_status,effective_date,lea_name,mcity,mzip,mstate
481611012265,KATY,http://www.cfisd.net,,77449,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,ALTERNATIVE LEARNING CTR - WEST,2818554310,TX,Harris County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,CYPRESS-FAIRBANKS ISD,KATY,77449,TX
481611008601,HOUSTON,http://www.cfisd.net,,77064,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,ALTERNATIVE LEARNING CTR-EAST,2818974171,TX,Harris County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,CYPRESS-FAIRBANKS ISD,HOUSTON,77064,TX
280285001379,HOLLY SPRINGS,http://www.marshallcountysd.org/,,38659,6-Not a Title I school,2-No,0,Other,,,,,Yes participating without using any Provision or the CEO,ALTERNATIVE LEARNING SCHOOL,6622524271,MS,Marshall County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/25/2022,MARSHALL CO SCHOOL DIST,HOLLY SPRINGS,38659,MS
20060000325,Fairbanks,http://www.k12northstar.org,,99701,6-Not a Title I school,2-No,192,Other,,,,,No,Alternative Learning Systems,9074522000,AK,Fairbanks North Star Borough,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,04/21/2022,Fairbanks North Star Borough School District,Fairbanks,99701,AK
483312007521,SAN ANTONIO,http://nisd.net,,78230,6-Not a Title I school,2-No,58,Middle,43,,2,45,Yes under Community Eligibility Option (CEO),ALTERNATIVE MIDDLE,2103972070,TX,Bexar County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,NORTHSIDE ISD,SAN ANTONIO,78230,TX
40395003210,Sells,http://www.ioalternative.org/Home,1-Yes,85634,5-Title I schoolwide school,1-Yes,6,Middle,,,,,Yes under Community Eligibility Option (CEO),Alternative Middle School (Indian Oasis Middle School),5207191260,AZ,Pima County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,Baboquivari Unified School District #40 (4412),SELLS,85634,AZ
483312007185,SAN ANTONIO,http://nisd.net,,78228,,,,Not Reported,,,,,,ALTERNATIVE MIDDLE SOUTH,2103976900,TX,Bexar County,,,,,,,,,,,,,,,,,,,,,4-Alternative Education School,6-Inactive,6-Inactive,03/07/2022,NORTHSIDE ISD,SAN ANTONIO,78228,TX
120039002132,MIAMI,http://outreach.dadeschools.net/,,33156,6-Not a Title I school,2-No,0,Other,,,,,No,ALTERNATIVE OUTREACH PROGRAM,3056944444,FL,Miami-Dade County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,11/29/2018,MIAMI-DADE,MIAMI,33156,FL
120150003648,WEST PALM BEACH,http://www.palmbeachschools.org/9304/DJJYouthServicesHome.asp,,33407,6-Not a Title I school,2-No,8,Other,,,,,No,ALTERNATIVE PROGRAM CENTRAL,5616815908,FL,Palm Beach County,4th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,08/17/2020,PALM BEACH,WEST PALM BEACH,33407,FL
240048001451,Rockville,http://www.montgomeryschoolsmd.org/departments/alternative-programs/,,20853,6-Not a Title I school,2-No,1,Secondary,,,,,Yes participating without using any Provision or the CEO,Alternative Programs,2407405000,MD,Montgomery County,10th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/31/2022,Montgomery County Public Schools,Rockville,20853,MD
274216005376,PLYMOUTH,http://www.wayzataschools.org/whs/academics/alc,,55446,6-Not a Title I school,2-No,0,High,,,,,No,Alternative Programs Summer Session,7637456638,MN,Hennepin County,10th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,4-Added,4-Added,02/23/2022,WAYZATA PUBLIC SCHOOL DISTRICT,PLYMOUTH,55446,MN
290000901287,KANSAS CITY,,,64111,6-Not a Title I school,2-No,6,High,,,,,No,ALTERNATIVE RESOURCE CTR.,8167594662,MO,Jackson County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/25/2022,DIVISION OF YOUTH SERVICE,KANSAS CITY,64111,MO
348036103163,Elmer,http://www.scsssd.org,,08318,6-Not a Title I school,2-No,9,High,5,,1,6,Yes under Community Eligibility Option (CEO),Alternative School,8567690101,NJ,Salem County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/27/2022,Salem County Special Services School District,Elmer,08318,NJ
10114000819,Fort Payne,,,35967,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,Alternative School,2568453711,AL,DeKalb County,5th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,04/21/2022,DeKalb County,Fort Payne,35967,AL
484068006790,SAN ANTONIO,http://www.southsanisd.net/AlternativeCenter.cfm?subpage=2053,,78224,,,,Not Reported,,,,,,ALTERNATIVE SCHOOL,2109777150,TX,Bexar County,,,,,,,,,,,,,,,,,,,,,4-Alternative Education School,6-Inactive,6-Inactive,03/07/2022,SOUTH SAN ANTONIO ISD,SAN ANTONIO,78224,TX
191878001099,Mason City,http://www.masoncityschools.org,1-Yes,50401,4-Title I schoolwide eligible school-No program,1-Yes,86,High,44,,6,50,Yes participating without using any Provision or the CEO,Alternative School,6414214426,IA,Cerro Gordo County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,12/14/2021,Mason City Comm School District,Mason City,50401,IA
480945011547,MONT BELVIEU,http://www.bhisd.net,,77580,6-Not a Title I school,2-No,22,High,7,,3,10,Yes participating without using any Provision or the CEO,ALTERNATIVE SCHOOL,2815762221,TX,Chambers County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,BARBERS HILL ISD,MONT BELVIEU,77580,TX
291845002667,Lesterville,http://www.lesterville.k12.mo.us,,63654,6-Not a Title I school,2-No,39,Other,36,35,0,36,No,ALTERNATIVE SCHOOL,5736372201,MO,Reynolds County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/25/2022,LESTERVILLE R-IV,Lesterville,63654,MO
280075000930,Cleveland,http://www.cleveland.k12.ms.us,,38732,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,ALTERNATIVE SCHOOL,6628466478,MS,Bolivar County,5th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/25/2022,CLEVELAND SCHOOL DIST,Cleveland,38732,MS
484161008092,FLORESVILLE,http://alt.fisd.us,,78114,6-Not a Title I school,2-No,4,Secondary,,,,,Yes participating without using any Provision or the CEO,ALTERNATIVE SCHOOL,8303935368,TX,Wilson County,9th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,STOCKDALE ISD,FLORESVILLE,78114,TX
510333003080,Roanoke,,,24019,6-Not a Title I school,2-No,,Not Applicable,,,,,,ALTERNATIVE SECONDARY TRANSITION EDUCATIONAL PROGRAM,5405623700,VA,Roanoke County,,,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,4-Alternative Education School,1-Open,1-Open,02/16/2022,ROANOKE CO PBLC SCHS,Roanoke,24019,VA
530870003051,TACOMA,,,98405,6-Not a Title I school,2-No,0,High,,,,,No,Alternative Spcl Needs Div Occ,2535711040,WA,Pierce County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,07/01/2021,Tacoma School District,TACOMA,98405,WA
530825000074,Spokane,,,99224,6-Not a Title I school,2-No,8,High,,,,,No,Alternative Tamarack School,5093548100,WA,Spokane County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,Spokane School District,Spokane,99224,WA
317443001040,NORFOLK,,,68701,6-Not a Title I school,2-No,0,High,,,,,No,ALTERNATIVES FOR SUCCESS SCH,4023797565,NE,Madison County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/18/2022,NORFOLK PUBLIC SCHOOLS,NORFOLK,68702,NE
60163508674,Oakland,http://www.alternativesinaction.org,,94621,,,150,High,113,63,21,134,,Alternatives in Action,5107484314,CA,Alameda County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Alternatives in Action District,Oakland,94621,CA
120021000293,ALTHA,http://WWW.ALTHASCHOOL.ORG,1-Yes,32421,5-Title I schoolwide school,1-Yes,645,Other,339,339,0,339,Yes under Community Eligibility Option (CEO),ALTHA PUBLIC SCHOOL,8507623121,FL,Calhoun County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,11/06/2017,CALHOUN,ALTHA,32421,FL
63720006298,Sonoma,,,95476,,,415,Middle,231,156,27,258,,Altimira Middle,7079356020,CA,Sonoma County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Sonoma Valley Unified,Sonoma,95476,CA
360282000055,PARISH,http://www.apwschools.org,1-Yes,13131,5-Title I schoolwide school,1-Yes,517,High,273,,0,273,Yes under Community Eligibility Option (CEO),ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL,3156255222,NY,Oswego County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,PARISH,13131,NY
480798000127,ALTO,,1-Yes,75925,5-Title I schoolwide school,1-Yes,163,High,122,,2,124,Yes under Community Eligibility Option (CEO),ALTO H S,9368587110,TX,Cherokee County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALTO ISD,ALTO,75925,TX
480798007548,ALTO,,1-Yes,75925,5-Title I schoolwide school,1-Yes,166,Middle,128,,1,129,Yes under Community Eligibility Option (CEO),ALTO MIDDLE,9368587140,TX,Cherokee County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALTO ISD,ALTO,75925,TX
290306000016,Alton,,1-Yes,65606,4-Title I schoolwide eligible school-No program,1-Yes,323,High,160,94,35,195,No,Alton High,4177787215,MO,Oregon County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/25/2022,ALTON R-IV,Alton,65606,MO
170360000035,Alton,http://altonschools.org/schools/ahs/index.html,1-Yes,62002,5-Title I schoolwide school,1-Yes,2044,High,,,,966,No,Alton High School,6184742700,IL,Madison County,9th Grade,12th Grade,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Alton CUSD 11,Alton,62002,IL
483104009505,ALTON,,1-Yes,78573,5-Title I schoolwide school,1-Yes,827,Middle,730,,8,738,Yes under Community Eligibility Option (CEO),ALTON MEMORIAL J H,9563235000,TX,Hidalgo County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,MISSION CISD,MISSION,78572,TX
170360005841,Alton,http://altonschools.org/schools/ams/index.html,1-Yes,62002,5-Title I schoolwide school,1-Yes,1270,Middle,,,,650,No,Alton Middle School,6184742200,IL,Madison County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Alton CUSD 11,Alton,62002,IL
80537001886,LONGMONT,http://ams.svvsd.org,,80503,6-Not a Title I school,2-No,795,Middle,129,,21,150,,Altona Middle School,7204943980,CO,Boulder County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/12/2022,St. Vrain Valley School District No. Re1J,LONGMONT,80503,CO
420234000913,Altoona,http://aahs.aasdcat.com/,1-Yes,16602,4-Title I schoolwide eligible school-No program,1-Yes,2224,High,951,,51,1002,,Altoona Area HS,8149406986,PA,Blair County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Altoona Area SD,Altoona,16602,PA
420234006850,Altoona,http://aajhs.aasdcat.com/,1-Yes,16602,4-Title I schoolwide eligible school-No program,1-Yes,1730,Middle,1082,,55,1137,,Altoona Area Jr HS,8143817512,PA,Blair County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Altoona Area SD,Altoona,16602,PA
550027000026,Altoona,http://www.altoona.k12.wi.us,2-No,54720,1-Title I targeted assistance eligible school-No program,1-Yes,534,High,141,,45,186,Yes participating without using any Provision or the CEO,Altoona High,7158396031,WI,Eau Claire County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Altoona School District,Altoona,54720,WI
550027000027,Altoona,http://www.altoona.k12.wi.us,1-Yes,54720,5-Title I schoolwide school,1-Yes,423,Middle,151,,41,192,Yes participating without using any Provision or the CEO,Altoona Middle,7158396030,WI,Eau Claire County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Altoona School District,Altoona,54720,WI
200417001872,Buffalo,http://www.usd387.org,1-Yes,66717,4-Title I schoolwide eligible school-No program,1-Yes,92,High,35,,24,59,Yes participating without using any Provision or the CEO,Altoona-Midway Middle/High School,6205377711,KS,Wilson County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/08/2022,Altoona-Midway,Buffalo,66717,KS
160019901150,IDAHO FALLS,,1-Yes,83404,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,295,Middle,,,,,No,ALTURAS PREPARATORY ACADEMY,2089329440,ID,Bonneville County,6th Grade,10th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,3-New,3-New,02/18/2022,ALTURAS PREPARATORY ACADEMY INC,IDAHO FALLS,83404,ID
400285000030,Altus,http://altusps.com,1-Yes,73521,5-Title I schoolwide school,1-Yes,867,High,,212,,430,Yes participating without using any Provision or the CEO,ALTUS HS,5804812167,OK,Jackson County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,ALTUS,Altus,73521,OK
400285002365,Altus,http://altusps.com,1-Yes,73521,5-Title I schoolwide school,1-Yes,502,Middle,,161,,347,Yes under Community Eligibility Option (CEO),ALTUS INTERMEDIATE SCHOOL,5804812155,OK,Jackson County,5th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,ALTUS,Altus,73521,OK
400285000036,Altus,http://altusps.com,1-Yes,73521,5-Title I schoolwide school,1-Yes,495,Middle,,149,,316,Yes under Community Eligibility Option (CEO),ALTUS JHS,5804812173,OK,Jackson County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,ALTUS,Altus,73521,OK
400288000042,Alva,http://www.alvaschools.net,,73717,6-Not a Title I school,2-No,257,High,,38,,76,Yes participating without using any Provision or the CEO,ALVA HS,5803273682,OK,Woods County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,ALVA,Alva,73717,OK
400288000041,Alva,http://www.alvaschools.net,1-Yes,73717,5-Title I schoolwide school,1-Yes,226,Middle,,37,,80,Yes participating without using any Provision or the CEO,ALVA MS,5803270608,OK,Woods County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,ALVA,Alva,73717,OK
480001100128,ALVARADO,http://www.alvaradoisd.net,1-Yes,76009,4-Title I schoolwide eligible school-No program,1-Yes,1176,High,510,,59,569,Yes participating without using any Provision or the CEO,ALVARADO H S,8177836940,TX,Johnson County,8th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALVARADO ISD,ALVARADO,76009,TX
63375005197,Rowland Heights,,,91748,,,726,Middle,419,329,67,486,,Alvarado Intermediate,6269642358,CA,Los Angeles County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Rowland Unified,Rowland Heights,91748,CA
480001100129,ALVARADO,http://alvaradoisd.net,1-Yes,76009,5-Title I schoolwide school,1-Yes,831,Middle,432,,69,501,Yes participating without using any Provision or the CEO,ALVARADO J H,8177836840,TX,Johnson County,6th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALVARADO ISD,ALVARADO,76009,TX
361413001153,HEMPSTEAD,http://www.hempsteadschools.org,1-Yes,11550,5-Title I schoolwide school,1-Yes,1023,Middle,790,,32,822,Yes under Community Eligibility Option (CEO),ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL,5164344301,NY,Nassau County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,HEMPSTEAD UNION FREE SCHOOL DISTRICT,HEMPSTEAD,11550,NY
470014402133,Jamestown,http://www.yaidragons.com,1-Yes,38556,5-Title I schoolwide school,1-Yes,490,High,,137,,,Yes participating without using any Provision or the CEO,Alvin C. York Institute,9318798101,TN,Fentress County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Alvin C York Institute,Jamestown,38556,TN
480809000132,ALVIN,http://www.alvinisd.net/Domain/22,1-Yes,77511,4-Title I schoolwide eligible school-No program,1-Yes,2853,Other,1517,,173,1690,Yes participating without using any Provision or the CEO,ALVIN H S,2812453000,TX,Brazoria County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALVIN ISD,ALVIN,77511,TX
480809000133,ALVIN,http://www.alvinisd.net/Domain/23,1-Yes,77511,5-Title I schoolwide school,1-Yes,936,Middle,541,,50,591,Yes participating without using any Provision or the CEO,ALVIN J H,2812452680,TX,Brazoria County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ALVIN ISD,ALVIN,77511,TX
484347013616,TYLER,,1-Yes,75701,5-Title I schoolwide school,1-Yes,90,High,72,,3,75,Yes participating without using any Provision or the CEO,ALVIN V ANDERSON RISE ACADEMY,9032623040,TX,Smith County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,TYLER ISD,TYLER,75701,TX
330393000179,Hudson,http://www.sau81.org/ahs,2-No,03051,1-Title I targeted assistance eligible school-No program,1-Yes,1060,High,123,,20,143,Yes participating without using any Provision or the CEO,Alvirne High School,6038861260,NH,Hillsborough County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Hudson School District,Hudson,03051,NH
60243013134,Riverside,http://alvordschools.org/alvord,,92505,,,121,High,97,58,13,110,,Alvord Alternative Continuation High,9515096021,CA,Riverside County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/10/2022,Alvord Unified,Riverside,92505,CA
60243000128,Riverside,http://www.alvordschools.org,,92503,,,136,High,99,66,31,130,,Alvord Continuation High,9513581715,CA,Riverside County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/10/2022,Alvord Unified,Riverside,92505,CA
