st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
CA,Tennyson High,061674002135,Hayward Unified,0616740,Hayward,94544,Hayward,94544,Yes participating without using any Provision or the CEO,1558,700,1318,9th Grade,12th Grade
CO,Tennyson Knolls Preparatory School,080723001249,Westminster Public Schools,0807230,ARVADA,80003,ARVADA,80003,Yes under Community Eligibility Option (CEO),355,,321,Prekindergarten,8th Grade
FL,TENOROC HIGH SCHOOL,120159007310,POLK,1201590,LAKELAND,33801,LAKELAND,33801,Yes under Community Eligibility Option (CEO),1157,807,807,9th Grade,12th Grade
LA,Tensas Elementary School,220171001332,Tensas Parish,2201710,St. Joseph,71366,St. Joseph,71366,Yes under Community Eligibility Option (CEO),184,,164,Prekindergarten,5th Grade
LA,Tensas High School,220171001328,Tensas Parish,2201710,St. Joseph,71366,St. Joseph,71366,Yes under Community Eligibility Option (CEO),157,,136,6th Grade,12th Grade
CA,Tenth Street Elementary,062271003393,Los Angeles Unified,0622710,Los Angeles,90015,Los Angeles,90015,Yes under Community Eligibility Option (CEO),347,234,330,1st Grade,5th Grade
IN,Tenth Street Elementary School,180015000041,Anderson Community School Corp,1800150,Anderson,46012,Anderson,46012,Yes under Community Eligibility Option (CEO),518,499,380,Kindergarten,5th Grade
CA,Teofilo Mendoza,063738008308,South Bay Union,0637380,San Diego,92154,San Diego,92154,Yes under Community Eligibility Option (CEO),466,234,273,Kindergarten,6th Grade
FL,TEQUESTA TRACE MIDDLE SCHOOL,120018002722,BROWARD,1200180,WESTON,33326,WESTON,33326,Yes participating without using any Provision or the CEO,1421,237,398,6th Grade,8th Grade
CA,Teresa Burke Elementary,064140012045,Wasco Union Elementary,0641400,Wasco,93280,Wasco,93280,Yes under Community Eligibility Option (CEO),529,378,492,Kindergarten,5th Grade
CA,Teresa Hughes Elementary,062271009395,Los Angeles Unified,0622710,Cudahy,90201,Cudahy,90201,Yes under Community Eligibility Option (CEO),538,319,520,Kindergarten,6th Grade
CA,Terra Bella Elementary,063906006543,Terra Bella Union Elementary,0639060,Terra Bella,93270,Terra Bella,93270,Yes under Community Eligibility Option (CEO),481,312,450,Kindergarten,5th Grade
CA,Terra Cotta Middle,060002709496,Lake Elsinore Unified,0600027,Lake Elsinore,92530,Lake Elsinore,92530,Yes under Community Eligibility Option (CEO),1064,533,855,6th Grade,8th Grade
FL,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,120039007634,MIAMI-DADE,1200390,MIAMI,33173,MIAMI,33173,Yes under Community Eligibility Option (CEO),1614,411,449,9th Grade,12th Grade
CA,Terra Linda High,063511005941,San Rafael City High,0635110,San Rafael,94903,San Rafael,94903,Yes under Community Eligibility Option (CEO),1205,392,604,9th Grade,12th Grade
CA,Terra Nova High,061893002296,Jefferson Union High,0618930,Pacifica,94044,Pacifica,94044,Yes participating without using any Provision or the CEO,697,110,125,9th Grade,12th Grade
MN,Terra Nova School,270040304850,Terra Nova School,2700403,BUFFALO,55313,BUFFALO,55313,No,110,3,13,6th Grade,12th Grade
CA,Terra Vista Elementary,061296003831,Etiwanda Elementary,0612960,Rancho Cucamonga,91730,Rancho Cucamonga,91730,Yes participating without using any Provision or the CEO,912,296,359,Kindergarten,5th Grade
FL,TERRACE COMMUNITY MIDDLE SCHOOL,120087003404,HILLSBOROUGH,1200870,TAMPA,33367,TAMPA,33367,No,658,3,22,6th Grade,8th Grade
IL,Terrace Elem School,171212001470,CCSD 62,1712120,Des Plaines,60016,Des Plaines,60016,Yes participating without using any Provision or the CEO,220,,78,Kindergarten,5th Grade
CA,Terrace Elementary,061089001211,Delano Union Elementary,0610890,Delano,93215,Delano,93215,Yes under Community Eligibility Option (CEO),401,298,385,Kindergarten,6th Grade
CA,Terrace Elementary,060243000139,Alvord Unified,0602430,Riverside,92503,Riverside,92505,Yes under Community Eligibility Option (CEO),728,400,654,Kindergarten,5th Grade
CA,Terrace Hills Middle,060939000957,Colton Joint Unified,0609390,Grand Terrace,92313,Grand Terrace,92313,Yes under Community Eligibility Option (CEO),851,374,666,7th Grade,8th Grade
IA,Terrace Learning Center,190369002270,Ankeny Comm School District,1903690,Ankeny,50023,Ankeny,50023,Yes participating without using any Provision or the CEO,355,,3,Prekindergarten,Prekindergarten
CA,Terrace Middle,062067002487,Lakeport Unified,0620670,Lakeport,95453,Lakeport,95453,Yes under Community Eligibility Option (CEO),475,272,292,4th Grade,8th Grade
IL,Terrace School-D/HH EC Program,170003206204,NW Suburban Spec Educ Org,1700032,Des Plaines,60016,Des Plaines,60016,No,,,,,
CA,Terrace View Elementary,060939000958,Colton Joint Unified,0609390,Grand Terrace,92313,Grand Terrace,92313,Yes under Community Eligibility Option (CEO),659,209,403,Kindergarten,6th Grade
AZ,Terramar Academy of the Arts,040775003098,Deer Valley Unified District (4246),0407750,PEORIA,85383,PEORIA,85383,Yes participating without using any Provision or the CEO,963,144,,Prekindergarten,8th Grade
IN,Terre Haute North Vigo High School,181209001917,Vigo County School Corp,1812090,Terre Haute,47804,Terre Haute,47804,Yes participating without using any Provision or the CEO,1467,1003,759,9th Grade,12th Grade
IN,Terre Haute South Vigo High School,181209001918,Vigo County School Corp,1812090,Terre Haute,47802,Terre Haute,47802,Yes participating without using any Provision or the CEO,1609,1035,849,9th Grade,12th Grade
IN,Terre Town Elementary School,181209001919,Vigo County School Corp,1812090,Terre Haute,47805,Terre Haute,47805,Yes participating without using any Provision or the CEO,535,445,431,Prekindergarten,5th Grade
LA,Terrebonne High School,220174001368,Terrebonne Parish,2201740,Houma,70360,Houma,70360,Yes under Community Eligibility Option (CEO),1413,,727,9th Grade,12th Grade
CA,Terrell Elementary,063459005740,San Jose Unified,0634590,San Jose,95136,San Jose,95136,Yes under Community Eligibility Option (CEO),285,106,163,Kindergarten,5th Grade
GA,Terrell High School,130486001658,Terrell County,1304860,Dawson,39842,Dawson,39842,Yes under Community Eligibility Option (CEO),279,144,279,9th Grade,12th Grade
GA,Terrell Middle School,130486003735,Terrell County,1304860,Dawson,39842,Dawson,39842,Yes under Community Eligibility Option (CEO),231,147,231,6th Grade,8th Grade
GA,Terrell Regional Youth Detention Center,130002604269,Department of Juvenile Justice,1300026,Dawson,39842,Dawson,39842,Yes participating without using any Provision or the CEO,14,11,11,6th Grade,12th Grade
ID,TERRETON ELEMENTARY SCHOOL,160340000280,WEST JEFFERSON DISTRICT,1603400,TERRETON,83450,TERRETON,83450,Yes participating without using any Provision or the CEO,286,55,149,Prekindergarten,6th Grade
AZ,Territorial Early Childhood Center,040000301969,Chino Valley Unified District (4474),0400003,CHINO VALLEY,86323,CHINO VALLEY,86323,Yes under Provision 2,619,356,,Prekindergarten,2nd Grade
CA,Terry Elementary,063627006189,Selma Unified,0636270,Selma,93662,Selma,93662,Yes under Community Eligibility Option (CEO),231,190,228,Kindergarten,6th Grade
AR,TERRY ELEMENTARY SCHOOL,050900000633,LITTLE ROCK SCHOOL DISTRICT,0509000,LITTLE ROCK,72211,LITTLE ROCK,72211,Yes under Provision 2,337,95,282,Kindergarten,5th Grade
MS,TERRY HIGH SCHOOL,280186000902,HINDS CO SCHOOL DIST,2801860,Terry,39170,Terry,39170,No,1100,256,705,9th Grade,12th Grade
FL,TERRY PARKER HIGH SCHOOL,120048000681,DUVAL,1200480,JACKSONVILLE,32211,JACKSONVILLE,32211,Yes under Community Eligibility Option (CEO),1411,838,838,9th Grade,12th Grade
LA,Terrytown Elementary School,220084000649,Jefferson Parish,2200840,Terrytown,70056,Terrytown,70056,Yes under Community Eligibility Option (CEO),642,,333,Prekindergarten,5th Grade
CT,Terryville High School,090333001199,Plymouth School District,0903330,Terryville,6786,Terryville,6786,Yes participating without using any Provision or the CEO,370,,182,9th Grade,12th Grade
KS,Tescott Elem,200396000166,Twin Valley,2003960,Tescott,67484,Tescott,67484,Yes participating without using any Provision or the CEO,79,,62,Prekindergarten,6th Grade
KS,Tescott Junior High/High School,200396000167,Twin Valley,2003960,Tescott,67484,Tescott,67484,Yes participating without using any Provision or the CEO,67,,38,7th Grade,12th Grade
GA,Tesnatee Gap Elementary (Old White Co. Intermediate),130567002447,White County,1305670,Cleveland,30528,Cleveland,30528,Yes participating without using any Provision or the CEO,491,101,336,Prekindergarten,5th Grade
CA,Tesoro del Valle Elementary,063597010910,Saugus Union,0635970,Valencia,91354,Valencia,91354,Yes participating without using any Provision or the CEO,522,75,158,Kindergarten,6th Grade
CA,Tesoro High,060744008750,Capistrano Unified,0607440,Las Flores,92688,Las Flores,92688,Yes participating without using any Provision or the CEO,2040,205,419,9th Grade,12th Grade
IN,Test Intermediate School,180951001561,Richmond Community Schools,1809510,Richmond,47374,Richmond,47374,Yes under Community Eligibility Option (CEO),624,482,407,5th Grade,6th Grade
AK,Tetlin School,020005000528,Alaska Gateway School District,0200050,Tetlin,99779,Tok,99780,Yes under Community Eligibility Option (CEO),34,31,35,Prekindergarten,12th Grade
ID,TETON ELEMENTARY SCHOOL,160111000207,FREMONT COUNTY JOINT DISTRICT,1601110,ST ANTHONY,83445,ST ANTHONY,83445,Yes participating without using any Provision or the CEO,136,19,62,Prekindergarten,5th Grade
ID,TETON HIGH SCHOOL,160318000543,TETON COUNTY DISTRICT,1603180,DRIGGS,83422,DRIGGS,83422,Yes participating without using any Provision or the CEO,606,29,115,9th Grade,12th Grade
ID,TETON MIDDLE SCHOOL,160318000544,TETON COUNTY DISTRICT,1603180,DRIGGS,83422,DRIGGS,83422,Yes participating without using any Provision or the CEO,417,23,122,6th Grade,8th Grade
ID,TETONIA ELEMENTARY SCHOOL,160318000545,TETON COUNTY DISTRICT,1603180,TETONIA,83452,TETONIA,83452,Yes participating without using any Provision or the CEO,83,4,21,Kindergarten,3rd Grade
CA,Tetzlaff (Martin B.) Middle,060162000027,ABC Unified,0601620,Cerritos,90703,Cerritos,90703,Yes under Community Eligibility Option (CEO),540,141,302,7th Grade,8th Grade
IL,Teutopolis Grade School,173876003943,Teutopolis CUSD 50,1738760,Teutopolis,62467,Teutopolis,62467,Yes participating without using any Provision or the CEO,602,,31,Prekindergarten,6th Grade
IL,Teutopolis High School,173876003944,Teutopolis CUSD 50,1738760,Teutopolis,62467,Teutopolis,62467,Yes participating without using any Provision or the CEO,345,,19,9th Grade,12th Grade
IL,Teutopolis Junior High School,173876001890,Teutopolis CUSD 50,1738760,Teutopolis,62467,Teutopolis,62467,Yes participating without using any Provision or the CEO,174,,10,7th Grade,8th Grade
CA,Tevis Junior High,060639009338,Panama-Buena Vista Union,0606390,Bakersfield,93311,Bakersfield,93311,Yes under Community Eligibility Option (CEO),842,363,605,7th Grade,8th Grade
MA,Tewksbury Memorial High,251158001926,Tewksbury,2511580,Tewksbury,1876,Tewksbury,1876,Yes participating without using any Provision or the CEO,719,136,,9th Grade,12th Grade
FL,THACKER AVENUE ELEMENTARY FOR INTERNATIONAL STUDIES,120147001471,OSCEOLA,1201470,KISSIMMEE,34741,KISSIMMEE,34741,Yes under Community Eligibility Option (CEO),624,413,442,Prekindergarten,5th Grade
DC,Thaddeus Stevens Early Learning Center,110003000531,District of Columbia Public Schools,1100030,Washington,20036,Washington,20036,Yes under Community Eligibility Option (CEO),86,21,,Prekindergarten,Prekindergarten
MS,THAMES ELEMENTARY SCHOOL,280180000311,HATTIESBURG PUBLIC SCHOOL DIST,2801800,HATTIESBURG,39402,HATTIESBURG,39402,Yes under Community Eligibility Option (CEO),537,295,537,Prekindergarten,5th Grade
CT,Thames River Magnet School,090177000321,Groton School District,0901770,Groton,6340,Groton,6340,Yes under Community Eligibility Option (CEO),531,,269,Prekindergarten,5th Grade
AL,Tharptown Elementary School,010159000547,Franklin County,0101590,Russellville,35654,Russellville,35654,Yes under Community Eligibility Option (CEO),548,402,437,Prekindergarten,6th Grade
AL,Tharptown High School,010159001869,Franklin County,0101590,Russellville,35654,Russellville,35654,Yes under Community Eligibility Option (CEO),402,286,313,7th Grade,12th Grade
AZ,Thatcher Elementary School,040841000797,Thatcher Unified District (4219),0408410,Thatcher,85552,THATCHER,85552,Yes participating without using any Provision or the CEO,537,141,,3rd Grade,6th Grade
AZ,Thatcher High School,040841001110,Thatcher Unified District (4219),0408410,Thatcher,85552,THATCHER,85552,Yes participating without using any Provision or the CEO,512,101,,9th Grade,12th Grade
AZ,Thatcher Middle School,040841000798,Thatcher Unified District (4219),0408410,Thatcher,85552,THATCHER,85552,Yes participating without using any Provision or the CEO,301,66,,7th Grade,8th Grade
IL,Thayer J Hill Middle School,174169004170,Indian Prairie CUSD 204,1741690,Naperville,60563,Naperville,60563,Yes participating without using any Provision or the CEO,788,,228,6th Grade,8th Grade
KS,Thayer Schools,200474001867,Cherryvale,2004740,Thayer,66776,Cherryvale,67335,Yes participating without using any Provision or the CEO,130,,68,Prekindergarten,8th Grade
IN,The Acad of Sci & Entrepreneurship,180063002467,Monroe County Community Sch Corp,1800630,Bloomington,47403,Bloomington,47403,Yes participating without using any Provision or the CEO,86,37,27,9th Grade,12th Grade
CO,The Academic Recovery Center of San Luis Valley,080285002008,Center Consolidated School District No. 26 Jt. of the count,0802850,CENTER,81125,CENTER,81125,Yes under Community Eligibility Option (CEO),3,,,9th Grade,12th Grade
AR,THE ACADEMIES AT JONESBORO HIGH SCHOOL,050828000551,JONESBORO SCHOOL DISTRICT,0508280,JONESBORO,72401,JONESBORO,72401,Yes under Community Eligibility Option (CEO),1423,289,1435,10th Grade,12th Grade
AR,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,050804001594,WEST MEMPHIS SCHOOL DISTRICT,0508040,WEST MEMPHIS,72301,WEST MEMPHIS,72301,Yes under Community Eligibility Option (CEO),944,233,944,10th Grade,12th Grade
KY,The Academy,210354002396,Logan County,2103540,Russellville,42276,Russellville,42276,Yes under Community Eligibility Option (CEO),75,54,58,6th Grade,12th Grade
FL,THE ACADEMY,120024008540,CHARLOTTE,1200240,PORT CHARLOTTE,33948,PORT CHARLOTTE,33948,Yes under Community Eligibility Option (CEO),298,214,219,6th Grade,12th Grade
KY,The Academy,210201001917,Franklin County,2102010,Frankfort,40601,Frankfort,40601,Yes under Community Eligibility Option (CEO),45,36,37,6th Grade,12th Grade
KY,The Academy @ Shawnee,210299000777,Jefferson County,2102990,Louisville,40212,Louisville,40212,Yes under Community Eligibility Option (CEO),972,786,811,6th Grade,12th Grade
IL,The Academy at Forest View,170417000116,Township HSD 214,1704170,Arlington Heights,60005,Arlington Heights,60005,No,0,,,9th Grade,12th Grade
KY,The Academy at Horizons,210441002212,Nelson County,2104410,Bardstown,40004,Bardstown,40004,Yes under Community Eligibility Option (CEO),52,44,46,Kindergarten,12th Grade
FL,THE ACADEMY AT LAKE HILLS SCHOOL- SOUTH,120105010673,LAKE,1201050,MASCOTTE,34753,MASCOTTE,34753,Yes under Community Eligibility Option (CEO),36,16,16,6th Grade,12th Grade
IN,The Academy at Logansport Community School,180603002713,Logansport Community Sch Corp,1806030,Logansport,46947,Logansport,46947,Yes participating without using any Provision or the CEO,136,133,65,7th Grade,12th Grade
AZ,The Academy At Mingus,040507003009,Mingus Union High School District (4488),0405070,COTTONWOOD,86326,COTTONWOOD,86326,,,,,,
FL,THE ACADEMY AT YOUTH CARE LANE,120084003853,HIGHLANDS,1200840,SEBRING,33870,SEBRING,33870,Yes under Community Eligibility Option (CEO),70,61,62,4th Grade,12th Grade
CA,The Academy of Alameda,060164200042,The Academy of Alameda District,0601642,Alameda,94501,Alameda,94501,Yes participating without using any Provision or the CEO,620,209,355,Kindergarten,8th Grade
MA,The Academy of Early Learning at North Parish,250549002128,Greenfield,2505490,Greenfield,1301,Greenfield,1301,Yes under Community Eligibility Option (CEO),90,55,,Prekindergarten,Prekindergarten
CT,The Academy of Information Technology & Engineering,090432001468,Stamford School District,0904320,Stamford,6905,Stamford,6905,Yes under Community Eligibility Option (CEO),630,,290,9th Grade,12th Grade
AL,The Alberta School of Performing Arts,010336001250,Tuscaloosa City,0103360,Tuscaloosa,35404,Tuscaloosa,35404,Yes under Community Eligibility Option (CEO),705,524,587,Prekindergarten,8th Grade
MN,THE ALTERNATIVE PROGRAM (TAP),274216003521,WAYZATA PUBLIC SCHOOL DISTRICT,2742160,PLYMOUTH,55446,PLYMOUTH,55446,No,160,76,86,9th Grade,12th Grade
FL,THE ALVA SCHOOL,120108001123,LEE,1201080,ALVA,33920,ALVA,33920,Yes under Community Eligibility Option (CEO),1214,615,615,Prekindergarten,8th Grade
GA,The Anchor School,130585804676,State Specialty Schools II- The Anchor School,1305858,Decatur,30035,Decatur,30035,No,86,,,6th Grade,12th Grade
MN,The Angela Day School,279145712731,Angela Day School,2791457,MINNEAPOLIS,55417,MINNEAPOLIS,55403,,,,,,
MN,The Anicca Program,270819004774,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,CHANHASSEN,55317,CHANHASSEN,55317,No,5,,,Kindergarten,12th Grade
